subject,session,date,condition,trial_num,ll_side,choice,last_choice
Sandokan,3,2018-10-03,High cost,8,left,0,0
Sandokan,4,2018-07-19,Low cost different,3,left,0,NA
Sandokan,4,2018-07-19,Low cost different,4,right,1,0
Sandokan,4,2018-07-19,Low cost different,5,left,0,1
Sandokan,4,2018-07-19,Low cost different,6,right,1,0
Sandokan,4,2018-07-19,Low cost different,7,right,1,1
Sandokan,4,2018-07-19,Low cost different,8,left,0,1
Sandokan,4,2018-09-13,Low cost same,3,left,0,NA
Sandokan,4,2018-09-13,Low cost same,4,right,0,0
Sandokan,4,2018-09-13,Low cost same,5,right,0,0
Sandokan,4,2018-09-13,Low cost same,6,right,0,0
Sandokan,4,2018-09-13,Low cost same,7,left,0,0
Sandokan,4,2018-09-13,Low cost same,8,left,0,0
Sandokan,4,2018-10-04,High cost,3,left,0,NA
Sandokan,4,2018-10-04,High cost,4,right,0,0
Sandokan,4,2018-10-04,High cost,5,left,0,0
Sandokan,4,2018-10-04,High cost,6,right,0,0
Sandokan,4,2018-10-04,High cost,7,right,0,0
Sandokan,4,2018-10-04,High cost,8,left,0,0
Sandokan,5,2018-07-20,Low cost different,3,left,0,NA
Sandokan,5,2018-07-20,Low cost different,4,left,1,0
Sandokan,5,2018-07-20,Low cost different,5,right,1,1
Sandokan,5,2018-07-20,Low cost different,6,right,1,1
Sandokan,5,2018-07-20,Low cost different,7,left,0,1
Sandokan,5,2018-07-20,Low cost different,8,right,1,0
Sandokan,5,2018-09-14,Low cost same,3,right,0,NA
Sandokan,5,2018-09-14,Low cost same,4,left,0,0
Sandokan,5,2018-09-14,Low cost same,5,right,0,0
Sandokan,5,2018-09-14,Low cost same,6,left,0,0
Sandokan,5,2018-09-14,Low cost same,7,left,0,0
Sandokan,5,2018-09-14,Low cost same,8,right,0,0
Sandokan,5,2018-10-05,High cost,3,right,0,NA
Sandokan,5,2018-10-05,High cost,4,left,0,0
Sandokan,5,2018-10-05,High cost,5,right,0,0
Sandokan,5,2018-10-05,High cost,6,left,0,0
Sandokan,5,2018-10-05,High cost,7,left,0,0
Sandokan,5,2018-10-05,High cost,8,right,0,0
Sandokan,6,2018-07-23,Low cost different,3,left,0,NA
Sandokan,6,2018-07-23,Low cost different,4,right,1,0
Sandokan,6,2018-07-23,Low cost different,5,left,0,1
Sandokan,6,2018-07-23,Low cost different,6,left,0,0
Sandokan,6,2018-07-23,Low cost different,7,right,0,0
Sandokan,6,2018-07-23,Low cost different,8,right,1,0
Sandokan,6,2018-09-18,Low cost same,3,right,1,NA
Sandokan,6,2018-09-18,Low cost same,4,left,0,1
Sandokan,6,2018-09-18,Low cost same,5,right,0,0
Sandokan,6,2018-09-18,Low cost same,6,right,0,0
Sandokan,6,2018-09-18,Low cost same,7,left,1,0
Sandokan,6,2018-09-18,Low cost same,8,left,0,1
Sandokan,7,2018-07-24,Low cost different,3,left,0,NA
Sandokan,7,2018-07-24,Low cost different,4,right,1,0
Sandokan,7,2018-07-24,Low cost different,5,right,1,1
Sandokan,7,2018-07-24,Low cost different,6,left,0,1
Sandokan,7,2018-07-24,Low cost different,7,left,0,0
Sandokan,7,2018-07-24,Low cost different,8,right,1,0
Sandokan,7,2018-09-19,Low cost same,3,right,0,NA
Sandokan,7,2018-09-19,Low cost same,4,left,0,0
Sandokan,7,2018-09-19,Low cost same,5,right,0,0
Sandokan,7,2018-09-19,Low cost same,6,right,0,0
Sandokan,7,2018-09-19,Low cost same,7,left,0,0
Sandokan,7,2018-09-19,Low cost same,8,left,0,0
Sandokan,8,2018-07-25,Low cost different,3,right,1,NA
Sandokan,8,2018-07-25,Low cost different,4,right,1,1
Sandokan,8,2018-07-25,Low cost different,5,left,0,1
Sandokan,8,2018-07-25,Low cost different,6,left,0,0
Sandokan,8,2018-07-25,Low cost different,7,left,0,0
Sandokan,8,2018-07-25,Low cost different,8,right,1,0
Sandokan,8,2018-09-20,Low cost same,3,left,0,NA
Sandokan,8,2018-09-20,Low cost same,4,right,0,0
Sandokan,8,2018-09-20,Low cost same,5,right,0,0
Sandokan,8,2018-09-20,Low cost same,6,left,0,0
Sandokan,8,2018-09-20,Low cost same,7,left,0,0
Sandokan,8,2018-09-20,Low cost same,8,right,0,0
Sandokan,9,2018-07-26,Low cost different,3,right,1,NA
Sandokan,9,2018-07-26,Low cost different,4,left,0,1
Sandokan,9,2018-07-26,Low cost different,5,right,1,0
Sandokan,9,2018-07-26,Low cost different,6,left,0,1
Sandokan,9,2018-07-26,Low cost different,7,left,0,0
Sandokan,9,2018-07-26,Low cost different,8,right,1,0
Sandokan,9,2018-09-21,Low cost same,3,left,0,NA
Sandokan,9,2018-09-21,Low cost same,4,right,0,0
Sandokan,9,2018-09-21,Low cost same,5,right,0,0
Sandokan,9,2018-09-21,Low cost same,6,left,0,0
Sandokan,9,2018-09-21,Low cost same,7,right,0,0
Sandokan,9,2018-09-21,Low cost same,8,left,0,0
Sandokan,10,2018-07-27,Low cost different,3,right,1,NA
Sandokan,10,2018-07-27,Low cost different,4,right,1,1
Sandokan,10,2018-07-27,Low cost different,5,right,1,1
Sandokan,10,2018-07-27,Low cost different,6,left,0,1
Sandokan,10,2018-07-27,Low cost different,7,left,0,0
Sandokan,10,2018-07-27,Low cost different,8,left,0,0
Sandokan,10,2018-09-24,Low cost same,3,left,0,NA
Sandokan,10,2018-09-24,Low cost same,4,right,0,0
Sandokan,10,2018-09-24,Low cost same,5,right,0,0
Sandokan,10,2018-09-24,Low cost same,6,left,0,0
Sandokan,10,2018-09-24,Low cost same,7,left,0,0
Sandokan,10,2018-09-24,Low cost same,8,right,0,0
Sandokan,11,2018-09-25,Low cost same,3,right,0,NA
Sandokan,11,2018-09-25,Low cost same,4,right,0,0
Sandokan,11,2018-09-25,Low cost same,5,right,1,0
Sandokan,11,2018-09-25,Low cost same,6,left,0,1
Sandokan,11,2018-09-25,Low cost same,7,left,0,0
Sandokan,11,2018-09-25,Low cost same,8,left,0,0
Saroma,1,2018-07-16,Low cost different,3,left,0,NA
Saroma,1,2018-07-16,Low cost different,4,left,1,0
Saroma,1,2018-07-16,Low cost different,5,left,1,1
Saroma,1,2018-07-16,Low cost different,6,right,1,1
Saroma,1,2018-07-16,Low cost different,7,right,1,1
Saroma,1,2018-07-16,Low cost different,8,right,1,1
Saroma,1,2018-09-06,High cost,3,left,0,NA
Saroma,1,2018-09-06,High cost,4,right,0,0
Saroma,1,2018-09-06,High cost,5,left,1,0
Saroma,1,2018-09-06,High cost,6,right,0,1
Saroma,1,2018-09-06,High cost,7,right,0,0
Saroma,1,2018-09-06,High cost,8,left,0,0
Saroma,1,2018-09-19,Low cost same,3,right,0,NA
Saroma,1,2018-09-19,Low cost same,4,left,1,0
Saroma,1,2018-09-19,Low cost same,5,right,0,1
Saroma,1,2018-09-19,Low cost same,6,left,0,0
Saroma,1,2018-09-19,Low cost same,7,left,1,0
Saroma,1,2018-09-19,Low cost same,8,right,0,1
Saroma,2,2018-07-17,Low cost different,3,right,1,NA
Saroma,2,2018-07-17,Low cost different,4,right,1,1
Saroma,2,2018-07-17,Low cost different,5,right,0,1
Saroma,2,2018-07-17,Low cost different,6,left,1,0
Saroma,2,2018-07-17,Low cost different,7,left,1,1
Saroma,2,2018-07-17,Low cost different,8,left,0,1
Saroma,2,2018-09-07,High cost,3,left,0,NA
Saroma,2,2018-09-07,High cost,4,left,0,0
Saroma,2,2018-09-07,High cost,5,right,0,0
Saroma,2,2018-09-07,High cost,6,right,0,0
Saroma,2,2018-09-07,High cost,7,left,0,0
Saroma,2,2018-09-07,High cost,8,right,0,0
Saroma,2,2018-09-20,Low cost same,3,left,1,NA
Saroma,2,2018-09-20,Low cost same,4,left,1,1
Saroma,2,2018-09-20,Low cost same,5,left,1,1
Saroma,2,2018-09-20,Low cost same,6,right,0,1
Saroma,2,2018-09-20,Low cost same,7,right,0,0
Saroma,2,2018-09-20,Low cost same,8,right,0,0
Saroma,3,2018-07-18,Low cost different,3,right,1,NA
Saroma,3,2018-07-18,Low cost different,4,left,1,1
Saroma,3,2018-07-18,Low cost different,5,right,0,1
Saroma,3,2018-07-18,Low cost different,6,left,1,0
Saroma,3,2018-07-18,Low cost different,7,left,1,1
Saroma,3,2018-07-18,Low cost different,8,right,1,1
Saroma,3,2018-09-10,High cost,3,right,0,NA
Saroma,3,2018-09-10,High cost,4,left,0,0
Saroma,3,2018-09-10,High cost,5,right,0,0
Saroma,3,2018-09-10,High cost,6,left,0,0
Saroma,3,2018-09-10,High cost,7,left,0,0
Saroma,3,2018-09-10,High cost,8,right,0,0
Saroma,3,2018-09-21,Low cost same,3,left,1,NA
Saroma,3,2018-09-21,Low cost same,4,right,0,1
Saroma,3,2018-09-21,Low cost same,5,left,1,0
Saroma,3,2018-09-21,Low cost same,6,right,0,1
Saroma,3,2018-09-21,Low cost same,7,left,0,0
Saroma,3,2018-09-21,Low cost same,8,right,0,0
Saroma,4,2018-07-19,Low cost different,3,right,0,NA
Saroma,4,2018-07-19,Low cost different,4,left,0,0
Saroma,4,2018-07-19,Low cost different,5,right,0,0
Saroma,4,2018-07-19,Low cost different,6,left,1,0
Saroma,4,2018-07-19,Low cost different,7,left,1,1
Saroma,4,2018-07-19,Low cost different,8,right,1,1
Saroma,4,2018-09-12,High cost,3,right,0,NA
Saroma,4,2018-09-12,High cost,4,left,0,0
Saroma,4,2018-09-12,High cost,5,left,0,0
Saroma,4,2018-09-12,High cost,6,left,0,0
Saroma,4,2018-09-12,High cost,7,right,0,0
Saroma,4,2018-09-12,High cost,8,right,0,0
Saroma,4,2018-09-24,Low cost same,3,right,0,NA
Saroma,4,2018-09-24,Low cost same,4,right,0,0
Saroma,4,2018-09-24,Low cost same,5,left,0,0
Saroma,4,2018-09-24,Low cost same,6,left,1,0
Saroma,4,2018-09-24,Low cost same,7,right,0,1
Saroma,4,2018-09-24,Low cost same,8,left,1,0
Saroma,5,2018-07-20,Low cost different,3,left,1,NA
Saroma,5,2018-07-20,Low cost different,4,right,1,1
Saroma,5,2018-07-20,Low cost different,5,left,1,1
Saroma,5,2018-07-20,Low cost different,6,left,1,1
Saroma,5,2018-07-20,Low cost different,7,right,0,1
Saroma,5,2018-07-20,Low cost different,8,right,1,0
Saroma,5,2018-09-13,High cost,3,left,0,NA
Saroma,5,2018-09-13,High cost,4,left,0,0
Saroma,5,2018-09-13,High cost,5,right,0,0
Saroma,5,2018-09-13,High cost,6,left,0,0
Saroma,5,2018-09-13,High cost,7,right,0,0
Saroma,5,2018-09-13,High cost,8,right,0,0
Saroma,5,2018-09-25,Low cost same,3,right,0,NA
Saroma,5,2018-09-25,Low cost same,4,left,0,0
Saroma,5,2018-09-25,Low cost same,5,left,0,0
Saroma,5,2018-09-25,Low cost same,6,right,0,0
Saroma,5,2018-09-25,Low cost same,7,left,0,0
Saroma,5,2018-09-25,Low cost same,8,right,0,0
Saroma,6,2018-07-23,Low cost different,3,left,0,NA
Saroma,6,2018-07-23,Low cost different,4,right,0,0
Saroma,6,2018-07-23,Low cost different,5,left,1,0
Saroma,6,2018-07-23,Low cost different,6,right,0,1
Saroma,6,2018-07-23,Low cost different,7,left,1,0
Saroma,6,2018-07-23,Low cost different,8,right,0,1
Saroma,6,2018-09-26,Low cost same,3,right,0,NA
Saroma,6,2018-09-26,Low cost same,4,right,0,0
Saroma,6,2018-09-26,Low cost same,5,left,0,0
Saroma,6,2018-09-26,Low cost same,6,right,0,0
Saroma,6,2018-09-26,Low cost same,7,left,0,0
Saroma,6,2018-09-26,Low cost same,8,left,0,0
Saroma,7,2018-07-24,Low cost different,3,left,1,NA
Saroma,7,2018-07-24,Low cost different,4,right,1,1
Saroma,7,2018-07-24,Low cost different,5,left,1,1
Saroma,7,2018-07-24,Low cost different,6,right,1,1
Saroma,7,2018-07-24,Low cost different,7,right,0,1
Saroma,7,2018-07-24,Low cost different,8,left,1,0
Saroma,7,2018-09-28,Low cost same,3,right,0,NA
Saroma,7,2018-09-28,Low cost same,4,left,0,0
Saroma,7,2018-09-28,Low cost same,5,right,0,0
Saroma,7,2018-09-28,Low cost same,6,right,0,0
Saroma,7,2018-09-28,Low cost same,7,left,1,0
Saroma,7,2018-09-28,Low cost same,8,left,1,1
Saroma,8,2018-07-25,Low cost different,3,left,1,NA
Saroma,8,2018-07-25,Low cost different,4,left,1,1
Saroma,8,2018-07-25,Low cost different,5,left,1,1
Saroma,8,2018-07-25,Low cost different,6,right,0,1
Saroma,8,2018-07-25,Low cost different,7,right,0,0
Saroma,8,2018-07-25,Low cost different,8,right,0,0
Saroma,8,2018-10-01,Low cost same,3,right,0,NA
Saroma,8,2018-10-01,Low cost same,4,left,0,0
Saroma,8,2018-10-01,Low cost same,5,right,0,0
Saroma,8,2018-10-01,Low cost same,6,left,0,0
Saroma,8,2018-10-01,Low cost same,7,right,0,0
Saroma,8,2018-10-01,Low cost same,8,left,0,0
Saroma,9,2018-07-26,Low cost different,3,right,0,NA
Saroma,9,2018-07-26,Low cost different,4,left,1,0
Saroma,9,2018-07-26,Low cost different,5,right,0,1
Saroma,9,2018-07-26,Low cost different,6,left,1,0
Saroma,9,2018-07-26,Low cost different,7,left,1,1
Saroma,9,2018-07-26,Low cost different,8,right,0,1
Saroma,9,2018-10-02,Low cost same,3,left,0,NA
Saroma,9,2018-10-02,Low cost same,4,right,0,0
Saroma,9,2018-10-02,Low cost same,5,right,0,0
Saroma,9,2018-10-02,Low cost same,6,left,0,0
Saroma,9,2018-10-02,Low cost same,7,right,0,0
Saroma,9,2018-10-02,Low cost same,8,left,0,0
Saroma,10,2018-07-27,Low cost different,3,left,1,NA
Saroma,10,2018-07-27,Low cost different,4,right,0,1
Saroma,10,2018-07-27,Low cost different,5,right,0,0
Saroma,10,2018-07-27,Low cost different,6,right,0,0
Saroma,10,2018-07-27,Low cost different,7,left,0,0
Saroma,10,2018-07-27,Low cost different,8,left,0,0
Saroma,10,2018-10-03,Low cost same,3,left,0,NA
Saroma,10,2018-10-03,Low cost same,4,right,0,0
Saroma,10,2018-10-03,Low cost same,5,right,0,0
Saroma,10,2018-10-03,Low cost same,6,left,0,0
Saroma,10,2018-10-03,Low cost same,7,right,0,0
Saroma,10,2018-10-03,Low cost same,8,left,0,0
Saroma,11,2018-07-30,Low cost different,3,right,0,NA
Saroma,11,2018-07-30,Low cost different,4,left,1,0
Saroma,11,2018-07-30,Low cost different,5,right,0,1
Saroma,11,2018-07-30,Low cost different,6,left,1,0
Saroma,11,2018-07-30,Low cost different,7,right,0,1
Saroma,11,2018-07-30,Low cost different,8,left,1,0
Saroma,11,2018-10-04,Low cost same,3,left,0,NA
Saroma,11,2018-10-04,Low cost same,4,right,0,0
Saroma,11,2018-10-04,Low cost same,5,right,0,0
Saroma,11,2018-10-04,Low cost same,6,left,0,0
Saroma,11,2018-10-04,Low cost same,7,right,0,0
Saroma,11,2018-10-04,Low cost same,8,left,0,0
Saroma,12,2018-07-31,Low cost different,3,right,0,NA
Saroma,12,2018-07-31,Low cost different,4,left,1,0
Saroma,12,2018-07-31,Low cost different,5,right,0,1
Saroma,12,2018-07-31,Low cost different,6,left,1,0
Saroma,12,2018-07-31,Low cost different,7,right,1,1
Saroma,12,2018-07-31,Low cost different,8,left,1,1
Saroma,12,2018-10-05,Low cost same,3,left,0,NA
Saroma,12,2018-10-05,Low cost same,4,left,1,0
Saroma,12,2018-10-05,Low cost same,5,left,0,1
Saroma,12,2018-10-05,Low cost same,6,right,0,0
Saroma,12,2018-10-05,Low cost same,7,right,0,0
Saroma,12,2018-10-05,Low cost same,8,right,0,0
Saroma,13,2018-08-01,Low cost different,3,left,1,NA
Saroma,13,2018-08-01,Low cost different,4,left,1,1
Saroma,13,2018-08-01,Low cost different,5,left,1,1
Saroma,13,2018-08-01,Low cost different,6,right,0,1
Saroma,13,2018-08-01,Low cost different,7,right,0,0
Saroma,13,2018-08-01,Low cost different,8,right,0,0
Saroma,14,2018-08-02,Low cost different,3,right,0,NA
Saroma,14,2018-08-02,Low cost different,4,left,1,0
Saroma,14,2018-08-02,Low cost different,5,right,0,1
Saroma,14,2018-08-02,Low cost different,6,left,1,0
Saroma,14,2018-08-02,Low cost different,7,right,0,1
Saroma,14,2018-08-02,Low cost different,8,left,1,0
Saroma,15,2018-08-03,Low cost different,3,right,0,NA
Saroma,15,2018-08-03,Low cost different,4,left,1,0
Saroma,15,2018-08-03,Low cost different,5,left,1,1
Saroma,15,2018-08-03,Low cost different,6,left,1,1
Saroma,15,2018-08-03,Low cost different,7,right,0,1
Saroma,15,2018-08-03,Low cost different,8,right,0,0
