dataset,subject,age,gender,small,large,type,similarity,response_time,difference,ratio,mean_ratio,log_ratio,relative_diff,disparity,salience,discrim,logistic
2,2-145,19,Female,2,3,Amount,1,1.747,1,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,0.2689
2,2-145,19,Female,1,10,Amount,0,1.17,9,0.1,0.1818,-2.3026,0.9,1.6364,0.8182,0.1054,1e-4
2,2-145,19,Female,4,10,Amount,0,1.123,6,0.4,0.5714,-0.9163,0.6,0.8571,0.4286,0.5108,0.0025
2,2-145,19,Female,27,36,Amount,0,2.043,9,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,1e-4
2,2-145,19,Female,15,20,Amount,0,1.232,5,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.0067
2,2-145,19,Female,12,15,Amount,1,1.856,3,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.0474
2,2-145,19,Female,1,2,Amount,1,1.856,1,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0.2689
2,2-145,19,Female,9,10,Amount,1,2.168,1,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.2689
2,2-145,19,Female,11,20,Amount,0,2.199,9,0.55,0.7097,-0.5978,0.45,0.5806,0.2903,0.7985,1e-4
2,2-145,19,Female,13,20,Amount,0,2.48,7,0.65,0.7879,-0.4308,0.35,0.4242,0.2121,1.0498,9e-4
2,2-145,19,Female,10,20,Amount,0,1.341,10,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0
2,2-145,19,Female,63,70,Amount,0,2.277,7,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,9e-4
2,2-145,19,Female,3,4,Amount,1,1.092,1,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.2689
2,2-145,19,Female,2,10,Amount,0,1.279,8,0.2,0.3333,-1.6094,0.8,1.3333,0.6667,0.2231,3e-4
2,2-145,19,Female,14,21,Amount,0,1.747,7,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,9e-4
2,2-145,19,Female,10,15,Amount,0,2.043,5,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,0.0067
2,2-145,19,Female,20,25,Amount,0,0.998,5,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.0067
2,2-145,19,Female,28,35,Amount,0,2.292,7,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,9e-4
2,2-145,19,Female,18,27,Amount,0,2.48,9,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,1e-4
2,2-145,19,Female,3,6,Amount,1,1.201,3,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0.0474
2,2-145,19,Female,36,45,Amount,0,3.104,9,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,1e-4
2,2-145,19,Female,12,20,Amount,0,1.544,8,0.6,0.75,-0.5108,0.4,0.5,0.25,0.9163,3e-4
2,2-145,19,Female,6,9,Amount,1,1.248,3,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,0.0474
2,2-145,19,Female,15,20,Amount,0,2.979,5,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.0067
2,2-145,19,Female,19,20,Amount,1,1.295,1,0.95,0.9744,-0.0513,0.05,0.0513,0.0256,2.9957,0.2689
2,2-145,19,Female,81,90,Amount,0,2.745,9,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,1e-4
2,2-145,19,Female,9,10,Amount,1,1.668,1,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.2689
2,2-145,19,Female,6,10,Amount,0,7.799,4,0.6,0.75,-0.5108,0.4,0.5,0.25,0.9163,0.018
2,2-145,19,Female,21,28,Amount,0,1.264,7,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,9e-4
2,2-145,19,Female,9,18,Amount,0,1.17,9,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,1e-4
2,2-145,19,Female,7,14,Amount,0,1.045,7,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,9e-4
2,2-145,19,Female,17,20,Amount,0,1.591,3,0.85,0.9189,-0.1625,0.15,0.1622,0.0811,1.8971,0.0474
2,2-145,19,Female,8,10,Amount,0,2.448,2,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.1192
2,2-145,19,Female,12,15,Delay,1,4.913,3,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.0474
2,2-145,19,Female,9,18,Delay,0,1.903,9,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,1e-4
2,2-145,19,Female,21,28,Delay,1,2.448,7,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,9e-4
2,2-145,19,Female,9,10,Delay,1,0.983,1,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.2689
2,2-145,19,Female,36,45,Delay,0,1.622,9,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,1e-4
2,2-145,19,Female,0,4,Delay,0,2.682,4,0,0,-Inf,1,2,1,0,0.018
2,2-145,19,Female,0,8,Delay,0,0.952,8,0,0,-Inf,1,2,1,0,3e-4
2,2-145,19,Female,0,2,Delay,0,1.887,2,0,0,-Inf,1,2,1,0,0.1192
2,2-145,19,Female,9,10,Delay,1,1.981,1,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.2689
2,2-145,19,Female,27,36,Delay,0,1.403,9,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,1e-4
2,2-145,19,Female,8,10,Delay,1,1.201,2,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.1192
2,2-145,19,Female,2,10,Delay,0,1.497,8,0.2,0.3333,-1.6094,0.8,1.3333,0.6667,0.2231,3e-4
2,2-145,19,Female,18,27,Delay,0,1.31,9,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,1e-4
2,2-145,19,Female,0,9,Delay,0,1.622,9,0,0,-Inf,1,2,1,0,1e-4
2,2-145,19,Female,0,6,Delay,0,0.827,6,0,0,-Inf,1,2,1,0,0.0025
2,2-145,19,Female,0,5,Delay,0,1.014,5,0,0,-Inf,1,2,1,0,0.0067
2,2-145,19,Female,45,50,Delay,1,1.919,5,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.0067
2,2-145,19,Female,0,7,Delay,0,0.951,7,0,0,-Inf,1,2,1,0,9e-4
2,2-145,19,Female,0,10,Delay,0,1.138,10,0,0,-Inf,1,2,1,0,0
2,2-145,19,Female,9,12,Delay,1,1.934,3,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.0474
2,2-145,19,Female,1,2,Delay,1,1.248,1,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0.2689
2,2-145,19,Female,10,15,Delay,1,2.105,5,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,0.0067
2,2-145,19,Female,0,3,Delay,0,1.06,3,0,0,-Inf,1,2,1,0,0.0474
2,2-145,19,Female,1,10,Delay,0,1.934,9,0.1,0.1818,-2.3026,0.9,1.6364,0.8182,0.1054,1e-4
2,2-145,19,Female,28,35,Delay,1,5.834,7,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,9e-4
2,2-145,19,Female,6,9,Delay,1,3.446,3,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,0.0474
2,2-145,19,Female,14,21,Delay,0,2.574,7,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,9e-4
2,2-145,19,Female,0,1,Delay,0,1.123,1,0,0,-Inf,1,2,1,0,0.2689
2,2-145,19,Female,7,10,Delay,1,2.76,3,0.7,0.8235,-0.3567,0.3,0.3529,0.1765,1.204,0.0474
2,2-145,19,Female,4,10,Delay,0,3.135,6,0.4,0.5714,-0.9163,0.6,0.8571,0.4286,0.5108,0.0025
2,2-145,19,Female,4,5,Delay,1,1.107,1,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.2689
2,2-145,19,Female,2,3,Delay,1,1.03,1,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,0.2689
2,2-145,19,Female,3,10,Delay,0,1.201,7,0.3,0.4615,-1.204,0.7,1.0769,0.5385,0.3567,9e-4
2,2-145,19,Female,3,6,Delay,1,1.684,3,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0.0474
2,2-145,19,Female,6,10,Delay,0,1.373,4,0.6,0.75,-0.5108,0.4,0.5,0.25,0.9163,0.018
2,2-145,19,Female,63,70,Delay,1,1.715,7,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,9e-4
2,2-145,19,Female,3,4,Delay,1,2.37,1,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.2689
2,2-145,19,Female,20,25,Delay,1,1.669,5,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.0067
2,2-145,19,Female,5,10,Delay,0,1.388,5,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0.0067
2,2-145,19,Female,15,20,Delay,1,3.556,5,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.0067
2,2-145,19,Female,27,30,Delay,1,1.326,3,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.0474
2,2-145,19,Female,7,14,Delay,0,1.654,7,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,9e-4
2,2-146,18,Female,63,70,Amount,1,2.356,7,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,9e-4
2,2-146,18,Female,9,18,Amount,0,1.482,9,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,1e-4
2,2-146,18,Female,27,36,Amount,1,1.513,9,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,1e-4
2,2-146,18,Female,1,10,Amount,0,1.076,9,0.1,0.1818,-2.3026,0.9,1.6364,0.8182,0.1054,1e-4
2,2-146,18,Female,3,6,Amount,1,1.498,3,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0.0474
2,2-146,18,Female,19,20,Amount,1,1.31,1,0.95,0.9744,-0.0513,0.05,0.0513,0.0256,2.9957,0.2689
2,2-146,18,Female,14,20,Amount,0,2.511,6,0.7,0.8235,-0.3567,0.3,0.3529,0.1765,1.204,0.0025
2,2-146,18,Female,4,10,Amount,0,1.279,6,0.4,0.5714,-0.9163,0.6,0.8571,0.4286,0.5108,0.0025
2,2-146,18,Female,27,30,Amount,1,1.295,3,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.0474
2,2-146,18,Female,15,20,Amount,1,1.872,5,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.0067
2,2-146,18,Female,16,20,Amount,1,0.967,4,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.018
2,2-146,18,Female,5,10,Amount,0,1.077,5,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0.0067
2,2-146,18,Female,2,10,Amount,0,0.827,8,0.2,0.3333,-1.6094,0.8,1.3333,0.6667,0.2231,3e-4
2,2-146,18,Female,18,20,Amount,1,1.201,2,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.1192
2,2-146,18,Female,9,10,Amount,1,1.045,1,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.2689
2,2-146,18,Female,18,27,Amount,0,1.591,9,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,1e-4
2,2-146,18,Female,1,2,Amount,1,1.045,1,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0.2689
2,2-146,18,Female,17,20,Amount,1,1.295,3,0.85,0.9189,-0.1625,0.15,0.1622,0.0811,1.8971,0.0474
2,2-146,18,Female,21,28,Amount,1,1.482,7,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,9e-4
2,2-146,18,Female,45,50,Amount,1,1.435,5,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.0067
2,2-146,18,Female,7,14,Amount,0,1.154,7,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,9e-4
2,2-146,18,Female,36,45,Amount,0,3.058,9,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,1e-4
2,2-146,18,Female,14,21,Amount,0,1.092,7,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,9e-4
2,2-146,18,Female,10,20,Amount,0,1.341,10,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0
2,2-146,18,Female,20,25,Amount,1,1.139,5,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.0067
2,2-146,18,Female,4,5,Amount,1,1.576,1,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.2689
2,2-146,18,Female,15,20,Amount,1,1.809,5,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.0067
2,2-146,18,Female,3,4,Amount,1,0.78,1,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.2689
2,2-146,18,Female,8,10,Amount,1,1.107,2,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.1192
2,2-146,18,Female,6,9,Amount,1,1.451,3,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,0.0474
2,2-146,18,Female,12,20,Amount,0,1.747,8,0.6,0.75,-0.5108,0.4,0.5,0.25,0.9163,3e-4
2,2-146,18,Female,3,10,Amount,0,0.968,7,0.3,0.4615,-1.204,0.7,1.0769,0.5385,0.3567,9e-4
2,2-146,18,Female,81,90,Amount,1,1.17,9,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,1e-4
2,2-146,18,Female,7,10,Amount,1,3.089,3,0.7,0.8235,-0.3567,0.3,0.3529,0.1765,1.204,0.0474
2,2-146,18,Female,6,10,Amount,1,1.482,4,0.6,0.75,-0.5108,0.4,0.5,0.25,0.9163,0.018
2,2-146,18,Female,28,35,Amount,0,2.698,7,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,9e-4
2,2-146,18,Female,12,15,Amount,1,1.326,3,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.0474
2,2-146,18,Female,13,20,Amount,0,1.918,7,0.65,0.7879,-0.4308,0.35,0.4242,0.2121,1.0498,9e-4
2,2-146,18,Female,9,12,Amount,1,1.669,3,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.0474
2,2-146,18,Female,10,15,Amount,1,1.716,5,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,0.0067
2,2-146,18,Female,11,20,Amount,0,2.387,9,0.55,0.7097,-0.5978,0.45,0.5806,0.2903,0.7985,1e-4
2,2-146,18,Female,9,10,Amount,1,1.466,1,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.2689
2,2-146,18,Female,2,3,Amount,1,1.17,1,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,0.2689
2,2-146,18,Female,0,1,Delay,1,2.761,1,0,0,-Inf,1,2,1,0,0.2689
2,2-146,18,Female,45,50,Delay,1,1.186,5,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.0067
2,2-146,18,Female,0,3,Delay,1,2.106,3,0,0,-Inf,1,2,1,0,0.0474
2,2-146,18,Female,3,6,Delay,1,0.873,3,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0.0474
2,2-146,18,Female,9,18,Delay,0,1.264,9,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,1e-4
2,2-146,18,Female,0,8,Delay,0,1.591,8,0,0,-Inf,1,2,1,0,3e-4
2,2-146,18,Female,2,3,Delay,1,1.513,1,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,0.2689
2,2-146,18,Female,9,12,Delay,1,1.092,3,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.0474
2,2-146,18,Female,8,10,Delay,1,1.529,2,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.1192
2,2-146,18,Female,1,2,Delay,1,1.123,1,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0.2689
2,2-146,18,Female,0,5,Delay,0,1.482,5,0,0,-Inf,1,2,1,0,0.0067
2,2-146,18,Female,4,5,Delay,1,0.983,1,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.2689
2,2-146,18,Female,0,6,Delay,0,1.31,6,0,0,-Inf,1,2,1,0,0.0025
2,2-146,18,Female,4,10,Delay,1,1.498,6,0.4,0.5714,-0.9163,0.6,0.8571,0.4286,0.5108,0.0025
2,2-146,18,Female,63,70,Delay,1,2.558,7,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,9e-4
2,2-146,18,Female,2,10,Delay,0,1.279,8,0.2,0.3333,-1.6094,0.8,1.3333,0.6667,0.2231,3e-4
2,2-146,18,Female,7,10,Delay,1,1.342,3,0.7,0.8235,-0.3567,0.3,0.3529,0.1765,1.204,0.0474
2,2-146,18,Female,1,10,Delay,0,2.122,9,0.1,0.1818,-2.3026,0.9,1.6364,0.8182,0.1054,1e-4
2,2-146,18,Female,0,10,Delay,0,1.388,10,0,0,-Inf,1,2,1,0,0
2,2-146,18,Female,27,36,Delay,0,1.856,9,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,1e-4
2,2-146,18,Female,14,21,Delay,0,1.263,7,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,9e-4
2,2-146,18,Female,0,9,Delay,0,1.544,9,0,0,-Inf,1,2,1,0,1e-4
2,2-146,18,Female,0,7,Delay,0,1.467,7,0,0,-Inf,1,2,1,0,9e-4
2,2-146,18,Female,18,27,Delay,0,1.372,9,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,1e-4
2,2-146,18,Female,10,15,Delay,1,1.264,5,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,0.0067
2,2-146,18,Female,0,2,Delay,1,1.373,2,0,0,-Inf,1,2,1,0,0.1192
2,2-146,18,Female,7,14,Delay,0,1.217,7,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,9e-4
2,2-146,18,Female,0,4,Delay,1,1.934,4,0,0,-Inf,1,2,1,0,0.018
2,2-146,18,Female,20,25,Delay,1,1.076,5,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.0067
2,2-146,18,Female,36,45,Delay,0,1.341,9,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,1e-4
2,2-146,18,Female,6,10,Delay,1,2.387,4,0.6,0.75,-0.5108,0.4,0.5,0.25,0.9163,0.018
2,2-146,18,Female,12,15,Delay,1,1.264,3,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.0474
2,2-146,18,Female,5,10,Delay,0,1.451,5,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0.0067
2,2-146,18,Female,3,4,Delay,1,1.482,1,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.2689
2,2-146,18,Female,9,10,Delay,1,1.669,1,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.2689
2,2-146,18,Female,6,9,Delay,1,1.607,3,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,0.0474
2,2-146,18,Female,15,20,Delay,1,1.404,5,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.0067
2,2-146,18,Female,9,10,Delay,1,1.373,1,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.2689
2,2-146,18,Female,3,10,Delay,0,1.622,7,0.3,0.4615,-1.204,0.7,1.0769,0.5385,0.3567,9e-4
2,2-146,18,Female,27,30,Delay,1,1.685,3,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.0474
2,2-146,18,Female,28,35,Delay,0,1.389,7,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,9e-4
2,2-146,18,Female,21,28,Delay,1,1.31,7,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,9e-4
2,2-147,21,Female,9,12,Amount,0,9.843,3,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.0474
2,2-147,21,Female,6,10,Amount,0,2.605,4,0.6,0.75,-0.5108,0.4,0.5,0.25,0.9163,0.018
2,2-147,21,Female,13,20,Amount,0,3.76,7,0.65,0.7879,-0.4308,0.35,0.4242,0.2121,1.0498,9e-4
2,2-147,21,Female,12,20,Amount,0,2.839,8,0.6,0.75,-0.5108,0.4,0.5,0.25,0.9163,3e-4
2,2-147,21,Female,1,2,Amount,1,2.121,1,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0.2689
2,2-147,21,Female,21,28,Amount,0,2.855,7,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,9e-4
2,2-147,21,Female,14,21,Amount,0,1.357,7,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,9e-4
2,2-147,21,Female,3,10,Amount,0,2.106,7,0.3,0.4615,-1.204,0.7,1.0769,0.5385,0.3567,9e-4
2,2-147,21,Female,2,3,Amount,1,1.373,1,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,0.2689
2,2-147,21,Female,28,35,Amount,1,7.691,7,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,9e-4
2,2-147,21,Female,10,20,Amount,0,1.154,10,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0
2,2-147,21,Female,18,20,Amount,1,1.872,2,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.1192
2,2-147,21,Female,63,70,Amount,1,4.118,7,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,9e-4
2,2-147,21,Female,9,10,Amount,1,1.154,1,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.2689
2,2-147,21,Female,2,10,Amount,0,1.763,8,0.2,0.3333,-1.6094,0.8,1.3333,0.6667,0.2231,3e-4
2,2-147,21,Female,20,25,Amount,0,1.903,5,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.0067
2,2-147,21,Female,15,20,Amount,0,1.124,5,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.0067
2,2-147,21,Female,81,90,Amount,1,4.93,9,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,1e-4
2,2-147,21,Female,4,5,Amount,1,2.012,1,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.2689
2,2-147,21,Female,11,20,Amount,0,1.638,9,0.55,0.7097,-0.5978,0.45,0.5806,0.2903,0.7985,1e-4
2,2-147,21,Female,17,20,Amount,1,1.42,3,0.85,0.9189,-0.1625,0.15,0.1622,0.0811,1.8971,0.0474
2,2-147,21,Female,18,27,Amount,0,1.435,9,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,1e-4
2,2-147,21,Female,19,20,Amount,1,1.669,1,0.95,0.9744,-0.0513,0.05,0.0513,0.0256,2.9957,0.2689
2,2-147,21,Female,3,6,Amount,0,2.137,3,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0.0474
2,2-147,21,Female,4,10,Amount,0,1.232,6,0.4,0.5714,-0.9163,0.6,0.8571,0.4286,0.5108,0.0025
2,2-147,21,Female,36,45,Amount,0,5.226,9,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,1e-4
2,2-147,21,Female,14,20,Amount,0,2.153,6,0.7,0.8235,-0.3567,0.3,0.3529,0.1765,1.204,0.0025
2,2-147,21,Female,16,20,Amount,0,1.935,4,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.018
2,2-147,21,Female,9,10,Amount,1,1.341,1,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.2689
2,2-147,21,Female,7,14,Amount,0,1.591,7,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,9e-4
2,2-147,21,Female,9,18,Amount,0,1.17,9,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,1e-4
2,2-147,21,Female,27,36,Amount,0,2.106,9,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,1e-4
2,2-147,21,Female,3,4,Amount,1,1.872,1,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.2689
2,2-147,21,Female,7,10,Amount,0,14.305,3,0.7,0.8235,-0.3567,0.3,0.3529,0.1765,1.204,0.0474
2,2-147,21,Female,5,10,Amount,0,1.014,5,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0.0067
2,2-147,21,Female,45,50,Amount,1,2.325,5,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.0067
2,2-147,21,Female,12,15,Amount,1,1.7,3,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.0474
2,2-147,21,Female,27,30,Amount,1,1.95,3,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.0474
2,2-147,21,Female,1,10,Amount,0,1.482,9,0.1,0.1818,-2.3026,0.9,1.6364,0.8182,0.1054,1e-4
2,2-147,21,Female,6,9,Amount,1,1.607,3,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,0.0474
2,2-147,21,Female,15,20,Amount,0,1.404,5,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.0067
2,2-147,21,Female,8,10,Amount,1,1.607,2,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.1192
2,2-147,21,Female,10,15,Amount,0,1.513,5,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,0.0067
2,2-147,21,Female,63,70,Delay,1,4.836,7,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,9e-4
2,2-147,21,Female,0,2,Delay,1,1.154,2,0,0,-Inf,1,2,1,0,0.1192
2,2-147,21,Female,10,15,Delay,1,1.295,5,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,0.0067
2,2-147,21,Female,6,10,Delay,1,1.529,4,0.6,0.75,-0.5108,0.4,0.5,0.25,0.9163,0.018
2,2-147,21,Female,5,10,Delay,1,3.135,5,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0.0067
2,2-147,21,Female,0,5,Delay,1,1.607,5,0,0,-Inf,1,2,1,0,0.0067
2,2-147,21,Female,20,25,Delay,1,1.825,5,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.0067
2,2-147,21,Female,27,36,Delay,1,1.342,9,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,1e-4
2,2-147,21,Female,18,27,Delay,0,6.427,9,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,1e-4
2,2-147,21,Female,21,28,Delay,1,4.493,7,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,9e-4
2,2-147,21,Female,0,3,Delay,1,1.06,3,0,0,-Inf,1,2,1,0,0.0474
2,2-147,21,Female,0,6,Delay,1,1.748,6,0,0,-Inf,1,2,1,0,0.0025
2,2-147,21,Female,36,45,Delay,1,3.868,9,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,1e-4
2,2-147,21,Female,4,5,Delay,1,1.919,1,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.2689
2,2-147,21,Female,14,21,Delay,1,6.911,7,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,9e-4
