"location","participant","stimulus_set","model","error_rate","frequentist_fit","bayesian_fit","log10_bayes_factor"
"UIUC",9,"5","Noisy-I",0.5,0,0,-58.86
"UIUC",9,"5","Noisy-LO",0.1,1,1,7.27
"UIUC",9,"5","Noisy-LO",0.25,1,1,3.92
"UIUC",9,"5","Noisy-LO",0.5,1,1,0.93
"UIUC",9,"5","Noisy-LO-mix",0.1,1,1,-0.39
"UIUC",9,"5","Noisy-LO-mix",0.25,1,1,0.42
"UIUC",9,"5","Noisy-LO-mix",0.5,1,1,-1.39
"UIUC",9,"5","Noisy-P",0.1,1,1,9.35
"UIUC",9,"5","Noisy-P",0.25,1,1,6
"UIUC",9,"5","Noisy-P",0.5,1,1,3.01
"UIUC",9,"5","Noisy-PI",0.1,1,1,9.05
"UIUC",9,"5","Noisy-PI",0.25,1,1,5.7
"UIUC",9,"5","Noisy-PI",0.5,1,1,2.71
"UIUC",9,"5","Noisy-PI-mix",0.1,1,1,7.47
"UIUC",9,"5","Noisy-PI-mix",0.25,1,1,4.53
"UIUC",9,"5","Noisy-PI-mix",0.5,1,1,1.69
"UIUC",9,"5","Random-LO",NA,1,1,-0.92
"UIUC",9,"5","Random-LOT",NA,0,0,-6.87
"UIUC",10,"1","Noisy-I",0.1,0,0,-41.81
"UIUC",10,"1","Noisy-I",0.25,0,0,-13.97
"UIUC",10,"1","Noisy-I",0.5,1,1,-0.73
"UIUC",10,"1","Noisy-LO",0.1,0,0,-31.34
"UIUC",10,"1","Noisy-LO",0.25,0,0,-8.89
"UIUC",10,"1","Noisy-LO",0.5,1,1,0.13
"UIUC",10,"1","Noisy-LO-mix",0.1,1,1,0.81
"UIUC",10,"1","Noisy-LO-mix",0.25,1,1,0.52
"UIUC",10,"1","Noisy-LO-mix",0.5,1,1,0.17
"UIUC",10,"1","Noisy-P",0.1,0,0,-66.14
"UIUC",10,"1","Noisy-P",0.25,0,0,-27.63
"UIUC",10,"1","Noisy-P",0.5,0,0,-5.91
"UIUC",10,"1","Noisy-PI",0.1,0,0,-42.11
"UIUC",10,"1","Noisy-PI",0.25,0,0,-14.27
"UIUC",10,"1","Noisy-PI",0.5,1,1,-1.03
"UIUC",10,"1","Noisy-PI-mix",0.1,0,0,-0.2
"UIUC",10,"1","Noisy-PI-mix",0.25,0,1,0.52
"UIUC",10,"1","Noisy-PI-mix",0.5,1,1,1.07
"UIUC",10,"1","Random-LO",NA,1,1,0.95
"UIUC",10,"1","Random-LOT",NA,1,1,0.95
"UIUC",10,"2","Noisy-I",0.1,0,0,-150.25
"UIUC",10,"2","Noisy-I",0.25,0,0,-86.27
"UIUC",10,"2","Noisy-I",0.5,0,0,-39.96
"UIUC",10,"2","Noisy-LO",0.1,0,1,-0.84
"UIUC",10,"2","Noisy-LO",0.25,1,1,1.43
"UIUC",10,"2","Noisy-LO",0.5,1,1,0.63
"UIUC",10,"2","Noisy-LO-mix",0.1,1,1,0.1
"UIUC",10,"2","Noisy-LO-mix",0.25,1,1,0.1
"UIUC",10,"2","Noisy-LO-mix",0.5,1,1,0.16
"UIUC",10,"2","Noisy-P",0.1,0,0,-12.95
"UIUC",10,"2","Noisy-P",0.25,0,0,-4.46
"UIUC",10,"2","Noisy-P",0.5,0,1,-0.42
"UIUC",10,"2","Noisy-PI",0.1,0,0,-13.25
"UIUC",10,"2","Noisy-PI",0.25,0,0,-4.77
"UIUC",10,"2","Noisy-PI",0.5,0,1,-0.72
"UIUC",10,"2","Noisy-PI-mix",0.1,0,0,-9.61
"UIUC",10,"2","Noisy-PI-mix",0.25,0,0,-5.13
"UIUC",10,"2","Noisy-PI-mix",0.5,1,1,-1.37
"UIUC",10,"2","Random-LO",NA,1,1,-0.07
"UIUC",10,"2","Random-LOT",NA,1,1,-0.26
"UIUC",10,"3","Noisy-I",0.1,0,0,-142.65
"UIUC",10,"3","Noisy-I",0.25,0,0,-77.21
"UIUC",10,"3","Noisy-I",0.5,0,0,-30.78
"UIUC",10,"3","Noisy-LO",0.1,0,0,-2.09
"UIUC",10,"3","Noisy-LO",0.25,1,1,2.02
"UIUC",10,"3","Noisy-LO",0.5,1,1,0.89
"UIUC",10,"3","Noisy-LO-mix",0.1,1,0,0.4
"UIUC",10,"3","Noisy-LO-mix",0.25,1,0,0.45
"UIUC",10,"3","Noisy-LO-mix",0.5,1,1,0.17
"UIUC",10,"3","Noisy-P",0.1,0,0,-0.01
"UIUC",10,"3","Noisy-P",0.25,1,1,4.1
"UIUC",10,"3","Noisy-P",0.5,1,1,2.95
"UIUC",10,"3","Noisy-PI",0.1,0,0,-0.31
"UIUC",10,"3","Noisy-PI",0.25,1,1,3.8
"UIUC",10,"3","Noisy-PI",0.5,1,1,2.65
"UIUC",10,"3","Noisy-PI-mix",0.1,0,1,3.43
"UIUC",10,"3","Noisy-PI-mix",0.25,1,1,3.42
"UIUC",10,"3","Noisy-PI-mix",0.5,1,1,1.94
"UIUC",10,"3","Random-LO",NA,1,1,0.07
"UIUC",10,"3","Random-LOT",NA,0,1,-1.03
"UIUC",10,"4","Noisy-I",0.1,0,0,-190.91
"UIUC",10,"4","Noisy-I",0.25,0,0,-113.67
"UIUC",10,"4","Noisy-I",0.5,0,0,-55.76
"UIUC",10,"4","Noisy-LO",0.1,1,1,5.63
"UIUC",10,"4","Noisy-LO",0.25,1,1,3.57
"UIUC",10,"4","Noisy-LO",0.5,1,1,0.93
"UIUC",10,"4","Noisy-LO-mix",0.1,1,1,0.2
"UIUC",10,"4","Noisy-LO-mix",0.25,1,1,-0.13
"UIUC",10,"4","Noisy-LO-mix",0.5,1,1,-0.37
"UIUC",10,"4","Noisy-P",0.1,1,1,7.71
"UIUC",10,"4","Noisy-P",0.25,1,1,5.65
"UIUC",10,"4","Noisy-P",0.5,1,1,3
"UIUC",10,"4","Noisy-PI",0.1,1,1,7.41
"UIUC",10,"4","Noisy-PI",0.25,1,1,5.35
"UIUC",10,"4","Noisy-PI",0.5,1,1,2.7
"UIUC",10,"4","Noisy-PI-mix",0.1,1,1,5.92
"UIUC",10,"4","Noisy-PI-mix",0.25,1,1,4.14
"UIUC",10,"4","Noisy-PI-mix",0.5,1,1,1.83
"UIUC",10,"4","Random-LO",NA,1,1,0.45
"UIUC",10,"4","Random-LOT",NA,0,0,-3.34
"UIUC",10,"5","Noisy-I",0.1,0,0,-191.21
"UIUC",10,"5","Noisy-I",0.25,0,0,-113.51
"UIUC",10,"5","Noisy-I",0.5,0,0,-55.16
"UIUC",10,"5","Noisy-LO",0.1,1,1,6.72
"UIUC",10,"5","Noisy-LO",0.25,1,1,3.88
"UIUC",10,"5","Noisy-LO",0.5,1,1,0.93
"UIUC",10,"5","Noisy-LO-mix",0.1,1,1,0.07
"UIUC",10,"5","Noisy-LO-mix",0.25,1,1,0.13
"UIUC",10,"5","Noisy-LO-mix",0.5,1,1,-0.68
"UIUC",10,"5","Noisy-P",0.1,1,1,8.8
"UIUC",10,"5","Noisy-P",0.25,1,1,5.96
"UIUC",10,"5","Noisy-P",0.5,1,1,3.01
"UIUC",10,"5","Noisy-PI",0.1,1,1,8.5
"UIUC",10,"5","Noisy-PI",0.25,1,1,5.66
"UIUC",10,"5","Noisy-PI",0.5,1,1,2.71
"UIUC",10,"5","Noisy-PI-mix",0.1,1,1,6.99
"UIUC",10,"5","Noisy-PI-mix",0.25,1,1,4.5
"UIUC",10,"5","Noisy-PI-mix",0.5,1,1,1.89
"UIUC",10,"5","Random-LO",NA,1,1,-0.68
"UIUC",10,"5","Random-LOT",NA,0,0,-6.78
"UIUC",11,"1","Noisy-I",0.1,0,0,1.59
"UIUC",11,"1","Noisy-I",0.25,1,1,4.06
"UIUC",11,"1","Noisy-I",0.5,1,1,2.9
"UIUC",11,"1","Noisy-LO",0.1,0,0,-0.49
"UIUC",11,"1","Noisy-LO",0.25,1,1,1.98
"UIUC",11,"1","Noisy-LO",0.5,1,1,0.82
"UIUC",11,"1","Noisy-LO-mix",0.1,0,1,-0.77
"UIUC",11,"1","Noisy-LO-mix",0.25,1,1,0.14
"UIUC",11,"1","Noisy-LO-mix",0.5,1,1,0.14
"UIUC",11,"1","Noisy-P",0.1,0,0,-159.29
"UIUC",11,"1","Noisy-P",0.25,0,0,-90.06
"UIUC",11,"1","Noisy-P",0.5,0,0,-39.91
"UIUC",11,"1","Noisy-PI",0.1,0,0,1.29
"UIUC",11,"1","Noisy-PI",0.25,1,1,3.76
"UIUC",11,"1","Noisy-PI",0.5,1,1,2.6
"UIUC",11,"1","Noisy-PI-mix",0.1,0,0,1.84
"UIUC",11,"1","Noisy-PI-mix",0.25,1,1,2.84
"UIUC",11,"1","Noisy-PI-mix",0.5,1,1,1.83
"UIUC",11,"1","Random-LO",NA,1,1,-2.31
"UIUC",11,"1","Random-LOT",NA,0,0,-6.36
"UIUC",11,"2","Noisy-I",0.1,0,0,-78.86
"UIUC",11,"2","Noisy-I",0.25,0,0,-42.34
"UIUC",11,"2","Noisy-I",0.5,0,0,-18.56
"UIUC",11,"2","Noisy-LO",0.1,0,1,-4.42
"UIUC",11,"2","Noisy-LO",0.25,1,1,0.7
"UIUC",11,"2","Noisy-LO",0.5,1,1,0.62
"UIUC",11,"2","Noisy-LO-mix",0.1,1,1,-0.07
"UIUC",11,"2","Noisy-LO-mix",0.25,1,1,0.18
"UIUC",11,"2","Noisy-LO-mix",0.5,1,1,0.17
"UIUC",11,"2","Noisy-P",0.1,0,0,-69.72
"UIUC",11,"2","Noisy-P",0.25,0,0,-35.64
"UIUC",11,"2","Noisy-P",0.5,0,0,-12.94
"UIUC",11,"2","Noisy-PI",0.1,0,0,-70.02
"UIUC",11,"2","Noisy-PI",0.25,0,0,-35.94
"UIUC",11,"2","Noisy-PI",0.5,0,0,-13.24
"UIUC",11,"2","Noisy-PI-mix",0.1,0,0,-22.05
"UIUC",11,"2","Noisy-PI-mix",0.25,0,0,-17.04
"UIUC",11,"2","Noisy-PI-mix",0.5,0,0,-8.79
"UIUC",11,"2","Random-LO",NA,0,1,-0.45
"UIUC",11,"2","Random-LOT",NA,0,1,-0.45
"UIUC",11,"3","Noisy-I",0.1,0,0,-57.94
"UIUC",11,"3","Noisy-I",0.25,0,0,-27.69
"UIUC",11,"3","Noisy-I",0.5,0,0,-9.53
"UIUC",11,"3","Noisy-LO",0.1,0,0,-17.22
"UIUC",11,"3","Noisy-LO",0.25,0,0,-5.34
"UIUC",11,"3","Noisy-LO",0.5,1,1,-1.2
"UIUC",11,"3","Noisy-LO-mix",0.1,1,1,-1.46
"UIUC",11,"3","Noisy-LO-mix",0.25,1,1,-0.54
"UIUC",11,"3","Noisy-LO-mix",0.5,1,1,0.08
"UIUC",11,"3","Noisy-P",0.1,0,0,-76.15
"UIUC",11,"3","Noisy-P",0.25,0,0,-37.84
"UIUC",11,"3","Noisy-P",0.5,0,0,-13.16
"UIUC",11,"3","Noisy-PI",0.1,0,0,-58.24
"UIUC",11,"3","Noisy-PI",0.25,0,0,-27.99
"UIUC",11,"3","Noisy-PI",0.5,0,0,-9.84
"UIUC",11,"3","Noisy-PI-mix",0.1,0,0,-13.75
"UIUC",11,"3","Noisy-PI-mix",0.25,0,0,-9.93
"UIUC",11,"3","Noisy-PI-mix",0.5,0,0,-4.01
"UIUC",11,"3","Random-LO",NA,0,0,-2.46
"UIUC",11,"3","Random-LOT",NA,0,0,-2.46
"UIUC",11,"4","Noisy-I",0.1,0,0,-197.72
"UIUC",11,"4","Noisy-I",0.25,0,0,-118.61
"UIUC",11,"4","Noisy-I",0.5,0,0,-58.86
"UIUC",11,"4","Noisy-LO",0.1,1,1,7.27
"UIUC",11,"4","Noisy-LO",0.25,1,1,3.92
"UIUC",11,"4","Noisy-LO",0.5,1,1,0.93
"UIUC",11,"4","Noisy-LO-mix",0.1,1,1,-0.12
"UIUC",11,"4","Noisy-LO-mix",0.25,1,1,-0.29
"UIUC",11,"4","Noisy-LO-mix",0.5,1,1,-0.88
"UIUC",11,"4","Noisy-P",0.1,1,1,9.35
"UIUC",11,"4","Noisy-P",0.25,1,1,6
"UIUC",11,"4","Noisy-P",0.5,1,1,3.01
"UIUC",11,"4","Noisy-PI",0.1,1,1,9.05
"UIUC",11,"4","Noisy-PI",0.25,1,1,5.7
"UIUC",11,"4","Noisy-PI",0.5,1,1,2.71
"UIUC",11,"4","Noisy-PI-mix",0.1,1,1,7.47
"UIUC",11,"4","Noisy-PI-mix",0.25,1,1,4.55
"UIUC",11,"4","Noisy-PI-mix",0.5,1,1,1.79
"UIUC",11,"4","Random-LO",NA,0,1,-0.6
"UIUC",11,"4","Random-LOT",NA,0,0,-5.89
"UIUC",11,"5","Noisy-I",0.1,0,0,-173.37
"UIUC",11,"5","Noisy-I",0.25,0,0,-99.92
"UIUC",11,"5","Noisy-I",0.5,0,0,-45.72
"UIUC",11,"5","Noisy-LO",0.1,1,1,4.32
"UIUC",11,"5","Noisy-LO",0.25,1,1,3.56
"UIUC",11,"5","Noisy-LO",0.5,1,1,0.93
"UIUC",11,"5","Noisy-LO-mix",0.1,1,1,-0.17
"UIUC",11,"5","Noisy-LO-mix",0.25,1,1,0.5
"UIUC",11,"5","Noisy-LO-mix",0.5,1,1,0.22
"UIUC",11,"5","Noisy-P",0.1,1,1,6.4
"UIUC",11,"5","Noisy-P",0.25,1,1,5.64
"UIUC",11,"5","Noisy-P",0.5,1,1,3.01
"UIUC",11,"5","Noisy-PI",0.1,1,1,6.09
"UIUC",11,"5","Noisy-PI",0.25,1,1,5.34
"UIUC",11,"5","Noisy-PI",0.5,1,1,2.71
"UIUC",11,"5","Noisy-PI-mix",0.1,1,1,5.16
"UIUC",11,"5","Noisy-PI-mix",0.25,1,1,4.21
"UIUC",11,"5","Noisy-PI-mix",0.5,1,1,1.96
"UIUC",11,"5","Random-LO",NA,1,1,-1.48
"UIUC",11,"5","Random-LOT",NA,0,0,-6.79
"UIUC",12,"1","Noisy-I",0.1,0,0,-154.63
"UIUC",12,"1","Noisy-I",0.25,0,0,-88.52
"UIUC",12,"1","Noisy-I",0.5,0,0,-40.69
"UIUC",12,"1","Noisy-LO",0.1,0,0,0.79
"UIUC",12,"1","Noisy-LO",0.25,1,1,2.46
"UIUC",12,"1","Noisy-LO",0.5,1,1,0.93
"UIUC",12,"1","Noisy-LO-mix",0.1,1,1,0.81
"UIUC",12,"1","Noisy-LO-mix",0.25,1,1,0.47
"UIUC",12,"1","Noisy-LO-mix",0.5,1,1,0.26
"UIUC",12,"1","Noisy-P",0.1,0,0,-7.19
"UIUC",12,"1","Noisy-P",0.25,0,0,-1
"UIUC",12,"1","Noisy-P",0.5,1,1,1.09
"UIUC",12,"1","Noisy-PI",0.1,0,0,-7.49
"UIUC",12,"1","Noisy-PI",0.25,0,0,-1.3
"UIUC",12,"1","Noisy-PI",0.5,1,1,0.79
"UIUC",12,"1","Noisy-PI-mix",0.1,0,0,-5.48
"UIUC",12,"1","Noisy-PI-mix",0.25,0,0,-1.94
"UIUC",12,"1","Noisy-PI-mix",0.5,1,1,0.06
"UIUC",12,"1","Random-LO",NA,1,1,0.95
"UIUC",12,"1","Random-LOT",NA,1,1,0.57
"UIUC",12,"2","Noisy-I",0.1,0,0,-179.4
"UIUC",12,"2","Noisy-I",0.25,0,0,-105.44
"UIUC",12,"2","Noisy-I",0.5,0,0,-50.66
"UIUC",12,"2","Noisy-LO",0.1,0,0,2.01
"UIUC",12,"2","Noisy-LO",0.25,1,1,2.21
"UIUC",12,"2","Noisy-LO",0.5,1,1,0.76
"UIUC",12,"2","Noisy-LO-mix",0.1,1,1,-0.14
"UIUC",12,"2","Noisy-LO-mix",0.25,1,1,0.33
"UIUC",12,"2","Noisy-LO-mix",0.5,1,1,0.12
"UIUC",12,"2","Noisy-P",0.1,0,0,4.09
"UIUC",12,"2","Noisy-P",0.25,1,1,4.29
"UIUC",12,"2","Noisy-P",0.5,1,1,2.84
"UIUC",12,"2","Noisy-PI",0.1,0,0,3.79
"UIUC",12,"2","Noisy-PI",0.25,1,1,3.98
"UIUC",12,"2","Noisy-PI",0.5,1,1,2.53
"UIUC",12,"2","Noisy-PI-mix",0.1,0,0,2.63
"UIUC",12,"2","Noisy-PI-mix",0.25,1,1,2.88
"UIUC",12,"2","Noisy-PI-mix",0.5,1,1,1.84
"UIUC",12,"2","Random-LO",NA,1,1,-0.98
"UIUC",12,"2","Random-LOT",NA,0,0,-4.26
"UIUC",12,"3","Noisy-I",0.1,0,0,-166.51
"UIUC",12,"3","Noisy-I",0.25,0,0,-94.48
"UIUC",12,"3","Noisy-I",0.5,0,0,-41.67
"UIUC",12,"3","Noisy-LO",0.1,1,1,3.97
"UIUC",12,"3","Noisy-LO",0.25,1,1,3.6
"UIUC",12,"3","Noisy-LO",0.5,1,1,0.93
"UIUC",12,"3","Noisy-LO-mix",0.1,1,1,0.72
"UIUC",12,"3","Noisy-LO-mix",0.25,1,1,0.49
"UIUC",12,"3","Noisy-LO-mix",0.5,1,1,0.16
"UIUC",12,"3","Noisy-P",0.1,1,1,6.05
"UIUC",12,"3","Noisy-P",0.25,1,1,5.68
"UIUC",12,"3","Noisy-P",0.5,1,1,3.01
"UIUC",12,"3","Noisy-PI",0.1,1,1,5.75
"UIUC",12,"3","Noisy-PI",0.25,1,1,5.38
"UIUC",12,"3","Noisy-PI",0.5,1,1,2.71
"UIUC",12,"3","Noisy-PI-mix",0.1,1,1,5.42
"UIUC",12,"3","Noisy-PI-mix",0.25,1,1,4.29
"UIUC",12,"3","Noisy-PI-mix",0.5,1,1,1.96
"UIUC",12,"3","Random-LO",NA,1,1,0.86
"UIUC",12,"3","Random-LOT",NA,0,0,-2.34
"UIUC",12,"4","Noisy-I",0.1,0,0,-182.63
"UIUC",12,"4","Noisy-I",0.25,0,0,-107.29
"UIUC",12,"4","Noisy-I",0.5,0,0,-51.22
"UIUC",12,"4","Noisy-LO",0.1,1,1,4.71
"UIUC",12,"4","Noisy-LO",0.25,1,1,3.47
"UIUC",12,"4","Noisy-LO",0.5,1,1,0.93
"UIUC",12,"4","Noisy-LO-mix",0.1,1,1,0.93
"UIUC",12,"4","Noisy-LO-mix",0.25,1,1,0.15
"UIUC",12,"4","Noisy-LO-mix",0.5,1,1,-0.51
"UIUC",12,"4","Noisy-P",0.1,1,1,6.79
"UIUC",12,"4","Noisy-P",0.25,1,1,5.55
"UIUC",12,"4","Noisy-P",0.5,1,1,3
"UIUC",12,"4","Noisy-PI",0.1,1,1,6.49
"UIUC",12,"4","Noisy-PI",0.25,1,1,5.25
"UIUC",12,"4","Noisy-PI",0.5,1,1,2.7
"UIUC",12,"4","Noisy-PI-mix",0.1,1,1,5.16
"UIUC",12,"4","Noisy-PI-mix",0.25,1,1,4.08
"UIUC",12,"4","Noisy-PI-mix",0.5,1,1,2.02
"UIUC",12,"4","Random-LO",NA,1,1,0.81
"UIUC",12,"4","Random-LOT",NA,0,0,-1.92
"UIUC",12,"5","Noisy-I",0.1,0,0,-195.44
"UIUC",12,"5","Noisy-I",0.25,0,0,-116.8
"UIUC",12,"5","Noisy-I",0.5,0,0,-57.52
"UIUC",12,"5","Noisy-LO",0.1,1,1,7.12
"UIUC",12,"5","Noisy-LO",0.25,1,1,3.92
"UIUC",12,"5","Noisy-LO",0.5,1,1,0.93
"UIUC",12,"5","Noisy-LO-mix",0.1,1,1,-0.15
"UIUC",12,"5","Noisy-LO-mix",0.25,1,1,0.01
"UIUC",12,"5","Noisy-LO-mix",0.5,1,1,-0.84
"UIUC",12,"5","Noisy-P",0.1,1,1,9.2
"UIUC",12,"5","Noisy-P",0.25,1,1,6
"UIUC",12,"5","Noisy-P",0.5,1,1,3.01
"UIUC",12,"5","Noisy-PI",0.1,1,1,8.9
"UIUC",12,"5","Noisy-PI",0.25,1,1,5.69
"UIUC",12,"5","Noisy-PI",0.5,1,1,2.71
"UIUC",12,"5","Noisy-PI-mix",0.1,1,1,7.34
"UIUC",12,"5","Noisy-PI-mix",0.25,1,1,4.54
"UIUC",12,"5","Noisy-PI-mix",0.5,1,1,1.84
"UIUC",12,"5","Random-LO",NA,1,1,-0.82
"UIUC",12,"5","Random-LOT",NA,0,0,-6.88
"UIUC",13,"1","Noisy-I",0.1,0,0,-181.32
"UIUC",13,"1","Noisy-I",0.25,0,0,-105.98
"UIUC",13,"1","Noisy-I",0.5,0,0,-49.94
"UIUC",13,"1","Noisy-LO",0.1,1,1,5.34
"UIUC",13,"1","Noisy-LO",0.25,1,1,3.68
"UIUC",13,"1","Noisy-LO",0.5,1,1,0.93
"UIUC",13,"1","Noisy-LO-mix",0.1,1,1,0.77
"UIUC",13,"1","Noisy-LO-mix",0.25,1,1,0.39
"UIUC",13,"1","Noisy-LO-mix",0.5,1,1,-0.32
"UIUC",13,"1","Noisy-P",0.1,1,1,7.42
"UIUC",13,"1","Noisy-P",0.25,1,1,5.76
"UIUC",13,"1","Noisy-P",0.5,1,1,3.01
"UIUC",13,"1","Noisy-PI",0.1,1,1,7.12
"UIUC",13,"1","Noisy-PI",0.25,1,1,5.46
"UIUC",13,"1","Noisy-PI",0.5,1,1,2.71
"UIUC",13,"1","Noisy-PI-mix",0.1,1,1,5.85
"UIUC",13,"1","Noisy-PI-mix",0.25,1,1,4.3
"UIUC",13,"1","Noisy-PI-mix",0.5,1,1,2.06
"UIUC",13,"1","Random-LO",NA,1,1,0.49
"UIUC",13,"1","Random-LOT",NA,0,0,-2.45
"UIUC",13,"2","Noisy-I",0.1,0,0,-184.96
"UIUC",13,"2","Noisy-I",0.25,0,0,-109.15
"UIUC",13,"2","Noisy-I",0.5,0,0,-52.61
"UIUC",13,"2","Noisy-LO",0.1,1,1,4.69
"UIUC",13,"2","Noisy-LO",0.25,1,1,3.33
"UIUC",13,"2","Noisy-LO",0.5,1,1,0.91
"UIUC",13,"2","Noisy-LO-mix",0.1,1,1,-0.21
"UIUC",13,"2","Noisy-LO-mix",0.25,1,1,0.4
"UIUC",13,"2","Noisy-LO-mix",0.5,1,1,0.32
"UIUC",13,"2","Noisy-P",0.1,1,1,6.77
"UIUC",13,"2","Noisy-P",0.25,1,1,5.41
"UIUC",13,"2","Noisy-P",0.5,1,1,2.99
"UIUC",13,"2","Noisy-PI",0.1,1,1,6.47
"UIUC",13,"2","Noisy-PI",0.25,1,1,5.1
"UIUC",13,"2","Noisy-PI",0.5,1,1,2.69
"UIUC",13,"2","Noisy-PI-mix",0.1,1,1,5.1
"UIUC",13,"2","Noisy-PI-mix",0.25,1,1,3.96
"UIUC",13,"2","Noisy-PI-mix",0.5,1,1,2.02
"UIUC",13,"2","Random-LO",NA,1,1,-0.69
"UIUC",13,"2","Random-LOT",NA,0,0,-5.01
"UIUC",13,"3","Noisy-I",0.1,0,0,-186.97
"UIUC",13,"3","Noisy-I",0.25,0,0,-110.22
"UIUC",13,"3","Noisy-I",0.5,0,0,-52.79
"UIUC",13,"3","Noisy-LO",0.1,1,1,6.32
"UIUC",13,"3","Noisy-LO",0.25,1,1,3.85
"UIUC",13,"3","Noisy-LO",0.5,1,1,0.93
"UIUC",13,"3","Noisy-LO-mix",0.1,1,1,0.53
"UIUC",13,"3","Noisy-LO-mix",0.25,1,1,0.11
"UIUC",13,"3","Noisy-LO-mix",0.5,1,1,-0.57
"UIUC",13,"3","Noisy-P",0.1,1,1,8.4
"UIUC",13,"3","Noisy-P",0.25,1,1,5.93
"UIUC",13,"3","Noisy-P",0.5,1,1,3.01
"UIUC",13,"3","Noisy-PI",0.1,1,1,8.1
"UIUC",13,"3","Noisy-PI",0.25,1,1,5.63
"UIUC",13,"3","Noisy-PI",0.5,1,1,2.71
"UIUC",13,"3","Noisy-PI-mix",0.1,1,1,6.66
"UIUC",13,"3","Noisy-PI-mix",0.25,1,1,4.46
"UIUC",13,"3","Noisy-PI-mix",0.5,1,1,1.76
"UIUC",13,"3","Random-LO",NA,1,1,0.59
"UIUC",13,"3","Random-LOT",NA,0,0,-3.08
"UIUC",13,"4","Noisy-I",0.1,0,0,-200
"UIUC",13,"4","Noisy-I",0.25,0,0,-120.41
"UIUC",13,"4","Noisy-I",0.5,0,0,-60.21
"UIUC",13,"4","Noisy-LO",0.1,1,1,7.42
"UIUC",13,"4","Noisy-LO",0.25,1,1,3.93
"UIUC",13,"4","Noisy-LO",0.5,1,1,0.93
"UIUC",13,"4","Noisy-LO-mix",0.1,1,1,-0.39
"UIUC",13,"4","Noisy-LO-mix",0.25,1,1,0.04
"UIUC",13,"4","Noisy-LO-mix",0.5,1,1,-1.36
"UIUC",13,"4","Noisy-P",0.1,1,1,9.5
"UIUC",13,"4","Noisy-P",0.25,1,1,6.01
"UIUC",13,"4","Noisy-P",0.5,1,1,3.01
"UIUC",13,"4","Noisy-PI",0.1,1,1,9.2
"UIUC",13,"4","Noisy-PI",0.25,1,1,5.71
"UIUC",13,"4","Noisy-PI",0.5,1,1,2.71
"UIUC",13,"4","Noisy-PI-mix",0.1,1,1,7.6
"UIUC",13,"4","Noisy-PI-mix",0.25,1,1,4.55
"UIUC",13,"4","Noisy-PI-mix",0.5,1,1,1.59
"UIUC",13,"4","Random-LO",NA,1,1,-0.87
"UIUC",13,"4","Random-LOT",NA,0,0,-6.82
"UIUC",13,"5","Noisy-I",0.1,0,0,-195.76
"UIUC",13,"5","Noisy-I",0.25,0,0,-117.12
"UIUC",13,"5","Noisy-I",0.5,0,0,-57.84
"UIUC",13,"5","Noisy-LO",0.1,1,1,7.01
"UIUC",13,"5","Noisy-LO",0.25,1,1,3.9
"UIUC",13,"5","Noisy-LO",0.5,1,1,0.93
"UIUC",13,"5","Noisy-LO-mix",0.1,1,1,0.22
"UIUC",13,"5","Noisy-LO-mix",0.25,1,1,-0.42
"UIUC",13,"5","Noisy-LO-mix",0.5,1,1,-1.51
"UIUC",13,"5","Noisy-P",0.1,1,1,9.09
"UIUC",13,"5","Noisy-P",0.25,1,1,5.98
"UIUC",13,"5","Noisy-P",0.5,1,1,3.01
"UIUC",13,"5","Noisy-PI",0.1,1,1,8.79
"UIUC",13,"5","Noisy-PI",0.25,1,1,5.68
"UIUC",13,"5","Noisy-PI",0.5,1,1,2.71
"UIUC",13,"5","Noisy-PI-mix",0.1,1,1,7.23
"UIUC",13,"5","Noisy-PI-mix",0.25,1,1,4.47
"UIUC",13,"5","Noisy-PI-mix",0.5,1,1,1.6
"UIUC",13,"5","Random-LO",NA,1,1,-0.08
"UIUC",13,"5","Random-LOT",NA,0,0,-5.2
"UIUC",14,"1","Noisy-I",0.1,0,0,-88.93
"UIUC",14,"1","Noisy-I",0.25,0,0,-47.93
"UIUC",14,"1","Noisy-I",0.5,0,0,-20.64
"UIUC",14,"1","Noisy-LO",0.1,0,0,-18.4
"UIUC",14,"1","Noisy-LO",0.25,0,0,-6.97
"UIUC",14,"1","Noisy-LO",0.5,0,1,-2.21
"UIUC",14,"1","Noisy-LO-mix",0.1,0,1,-4.26
"UIUC",14,"1","Noisy-LO-mix",0.25,0,1,-2.57
"UIUC",14,"1","Noisy-LO-mix",0.5,1,1,-0.87
"UIUC",14,"1","Noisy-P",0.1,0,0,-59.42
"UIUC",14,"1","Noisy-P",0.25,0,0,-29.78
"UIUC",14,"1","Noisy-P",0.5,0,0,-10.78
"UIUC",14,"1","Noisy-PI",0.1,0,0,-59.72
"UIUC",14,"1","Noisy-PI",0.25,0,0,-30.08
"UIUC",14,"1","Noisy-PI",0.5,0,0,-11.08
"UIUC",14,"1","Noisy-PI-mix",0.1,0,0,-21.26
"UIUC",14,"1","Noisy-PI-mix",0.25,0,0,-16.34
"UIUC",14,"1","Noisy-PI-mix",0.5,0,0,-8.31
"UIUC",14,"1","Random-LO",NA,1,0,-5.66
"UIUC",14,"1","Random-LOT",NA,0,0,-5.66
"UIUC",14,"2","Noisy-I",0.1,0,0,-179.05
